X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,JURISDIC,L_SRC,SOURCE,L_DATE
182497.929499999,868705.072700001,1,DOUGLAS POLICE DEPARTMENT,29 DEPOT STREET,DOUGLAS,MA,01516,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
218163.214100003,888129.656199999,2,DOVER POLICE DEPARTMENT,3 WALPOLE STREET,DOVER,MA,02030,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
167248.734499998,866182.205499999,3,DUDLEY POLICE DEPARTMENT,71 WEST MAIN STREET,DUDLEY,MA,01571,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
201306.4142,935882.390900001,4,DUNSTABLE POLICE DEPARTMENT,23 PLEASANT STREET,DUNSTABLE,MA,01827,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
266232.949500002,865097.6424,5,DUXBURY POLICE DEPARTMENT,155 MAYFLOWER STREET,DUXBURY,MA,02332,LOCAL,MASSGIS,MASSGIS,2022/05/03 00:00:00+00
245098.191100001,864435.610199999,6,EAST BRIDGEWATER POLICE DEPARTMENT,153 CENTRAL STREET,EAST BRIDGEWATER,MA,02333,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
326809.974200003,843475.100900002,7,EASTHAM POLICE DEPARTMENT,2550 STATE HIGHWAY,EASTHAM,MA,02642,LOCAL,CAPECODCOM,MEMA,2014/03/01 00:00:00+00
232407.674199998,867402.240899999,8,EASTON POLICE DEPARTMENT,46 LOTHOROP STREET,EASTON,MA,02356,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
118762.707999997,927125.9859,9,ERVING POLICE DEPARTMENT,71 FRENCH KING HIGHWAY,ERVING,MA,01344,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
237471.674199998,906995.190900002,10,EVERETT POLICE DEPARTMENT,45 ELM STREET,EVERETT,MA,02149,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
250605.434199996,821270.400899999,11,FAIRHAVEN POLICE DEPARTMENT,1 BRYANT LANE,FAIRHAVEN,MA,02719,LOCAL,SRPED,MEMA,2006/09/12 00:00:00+00
229655.421599999,827447.7335,12,FALL RIVER POLICE DEPARTMENT,685 PLEASANT STREET,FALL RIVER,MA,02721,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
274797.492799997,811951.229400001,13,FALMOUTH POLICE DEPARTMENT,750 MAIN STREET,FALMOUTH,MA,02540,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
219994.0528,869462.796599999,14,FOXBOROUGH POLICE DEPARTMENT,8 CHESTNUT STREET,FOXBOROUGH,MA,02035,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
207290.056999996,871180.554400001,15,FRANKLIN POLICE DEPARTMENT,911 PANTHER WAY,FRANKLIN,MA,02038,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
240495.625799999,834886.2324,16,FREETOWN POLICE DEPARTMENT,15 MEMORIAL DRIVE,FREETOWN,MA,02717,LOCAL,MASSGIS,MASSGIS,2022/05/04 00:00:00+00
148666.116899997,896489.227600001,17,HARDWICK POLICE DEPARTMENT,20 MEMORIAL DRIVE,NEW BRAINTREE,MA,01082,LOCAL,TOWN,MASSGIS,2022/05/04 00:00:00+00
184052.505500004,884368.044799998,18,GRAFTON POLICE DEPARTMENT,26 PROVIDENCE ROAD,GRAFTON,MA,01519,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
252652.891099997,860283.510200001,19,HALIFAX POLICE DEPARTMENT,540 PLYMOUTH STREET,HALIFAX,MA,02338,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
255914.334200002,873943.530900002,20,HANOVER POLICE DEPARTMENT,129 ROCKLAND STREET,HANOVER,MA,02339,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
252167.873099998,865697.244800001,21,HANSON POLICE DEPARTMENT,775 MAIN STREET,HANSON,MA,02341,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
318077.955200002,826586.685899999,22,HARWICH POLICE DEPARTMENT,183 SISSON ROAD,HARWICH,MA,02645,LOCAL,CAPECODCOM,MEMA,2006/09/12 00:00:00+00
250689.749799997,886972.6105,23,HINGHAM POLICE DEPARTMENT,212 CENTRAL STREET,HINGHAM,MA,02043,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
240575.770499997,877423.015700001,24,HOLBROOK POLICE DEPARTMENT,300 SOUTH FRANKLIN STREET,HOLBROOK,MA,02343,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
169429.832999997,900358.903200001,25,HOLDEN POLICE DEPARTMENT,1370 MAIN STREET,HOLDEN,MA,01520,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
196679.230499998,875438.964899998,26,HOPEDALE POLICE DEPARTMENT,70 HOPEDALE STREET,HOPEDALE,MA,01747,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
253958.394199997,890720.6109,27,HULL POLICE DEPARTMENT,1 SCHOOL STREET,HULL,MA,02045,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
245646.147399999,844469.955200002,28,LAKEVILLE POLICE DEPARTMENT,323 BEDFORD STREET,LAKEVILLE,MA,02347,LOCAL,MASSGIS,MASSGIS,2022/05/04 00:00:00+00
238304.474200003,899481.390900001,29,BOSTON POLICE DEPARTMENT HARBOR PATROL,34 DRYDOCK AVENUE,BOSTON,MA,02210,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
274307.160599999,833853.171300001,30,BOURNE POLICE DEPARTMENT,35 ARMORY STREET,BOURNE,MA,02532,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
178978.863700002,897566.874299999,31,BOYLSTON POLICE DEPARTMENT,215 MAIN STREET,BOYLSTON,MA,01505,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
241815.554200001,884718.570900001,32,BRAINTREE POLICE DEPARTMENT,282 UNION STREET,BRAINTREE,MA,02184,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
318140.464199997,833700.670899998,33,BREWSTER POLICE DEPARTMENT,631 HARWICH ROAD,BREWSTER,MA,02631,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
242506.009199999,859710.5198,34,BRIDGEWATER POLICE DEPARTMENT,220 PLEASENT STREET,BRIDGEWATER,MA,02324,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
228788.974200003,899932.810899999,35,BOSTON POLICE DEPARTMENT DISTRICT D-14,301 WASHINGTON STREET,BOSTON,MA,02135,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
240027.2042,870612.640900001,36,BROCKTON POLICE DEPARTMENT,7 COMMERCIAL STREET,BROCKTON,MA,02302,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
231218.2042,898202.120900001,37,BROOKLINE POLICE DEPARTMENT,350 WASHINGTON STREET,BROOKLINE,MA,02445,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
234105.249399997,901943.257300001,38,CAMBRIDGE POLICE DEPARTMENT,125 6TH STREET,CAMBRIDGE,MA,02139,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
230177.964400001,880582.930399999,39,CANTON POLICE DEPARTMENT,1492 WASHINGTON STREET,CANTON,MA,02021,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
260608.741499998,849167.125300001,40,CARVER POLICE DEPARTMENT,3 CENTER STREET,CARVER,MA,02330,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
160762.424199998,876684.720899999,41,CHARLTON POLICE DEPARTMENT,85 MASONIC HOME ROAD,CHARLTON,MA,01507,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
325518.380800001,827693.1076,42,CHATHAM POLICE DEPARTMENT,249 GEORGE RYDER ROAD,CHATHAM,MA,02633,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
237884.084200002,904378.230900001,43,CHELSEA POLICE DEPARTMENT,19 PARK STREET,CHELSEA,MA,02150,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
63503.8042000011,924814.760899998,44,CHESHIRE POLICE DEPARTMENT,90 CHURCH STREET,CHESHIRE,MA,01225,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
89380.4941999987,905541.670899998,45,CHESTERFIELD POLICE DEPARTMENT,422 MAIN ROAD,CHESTERFIELD,MA,01012,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
110355.0942,878994.300900001,46,CHICOPEE POLICE DEPARTMENT,110 CHURCH STREET,CHICOPEE,MA,01020,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
108606.044200003,882499.1109,47,CHICOPEE POLICE DEPARTMENT - WILLIMANSETT SUBSTATION,803 CHICOPEE STREET,CHICOPEE,MA,01013,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
263150.206699997,788216.561700001,48,CHILMARK POLICE DEPARTMENT,15 STATE ROAD,CHILMARK,MA,02535,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
70206.4742000028,941368.120900001,49,CLARKSBURG POLICE DEPARTMENT,111 RIVER ROAD,CLARKSBURG,MA,01247,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
257857.614200003,888048.9509,50,COHASSET POLICE DEPARTMENT,62 ELM STREET,COHASSET,MA,02025,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
212834.884199999,911785.8609,51,CONCORD POLICE DEPARTMENT,219 WALDEN STREET,CONCORD,MA,01742,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
62717.314199999,914922.820900001,52,DALTON POLICE DEPARTMENT,462 MAIN STREET,DALTON,MA,01226,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
243017.4943,820972.566199999,53,DARTMOUTH POLICE DEPARTMENT,1390 TUCKER ROAD,DARTMOUTH,MA,02747,LOCAL,MASSGIS,MASSGIS,2022/05/03 00:00:00+00
226905.724200003,888677.7509,54,DEDHAM POLICE DEPARTMENT,600 HIGH STREET,DEDHAM,MA,02026,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
108864.7042,914901.570900001,55,DEERFIELD POLICE DEPARTMENT,8 CONWAY STREET,DEERFIELD,MA,01373,LOCAL,FRCOG,MEMA,2014/03/01 00:00:00+00
231499.554200001,841926.1609,56,DIGHTON POLICE DEPARTMENT,1551 SOMERSET AVENUE,DIGHTON,MA,02715,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
166747.678900003,888271.703400001,57,LEICESTER POLICE DEPARTMENT,90 SOUTH MAIN STREET,LEICESTER,MA,01524,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
180211.8719,927536.2597,58,LUNENBURG POLICE DEPARTMENT,655 MASSACHUSETTS AVENUE,LUNENBURG,MA,01462,LOCAL,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
225183.3737,864765.259500001,59,MANSFIELD POLICE DEPARTMENT,500A EAST STREET,MANSFIELD,MA,02048,LOCAL,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
260680.6611,828723.5416,60,MARION POLICE DEPARTMENT,550 MILL STREET,MARION,MA,02738,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
266696.684199996,871694.260899998,61,MARSHFIELD POLICE DEPARTMENT,1639 OCEAN STREET,MARSHFIELD,MA,02050,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
283780.544200003,819286.720899999,62,MASHPEE POLICE DEPARTMENT,19 FRANK E HICKS DRIVE,MASHPEE,MA,02649,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
178594.724200003,919713.230900001,63,LEOMINSTER POLICE DEPARTMENT,29 CHURCH STREET,LEOMINSTER,MA,01453,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
117928.101899996,913120.093800001,64,LEVERETT POLICE DEPARTMENT,95 MONTAGUE ROAD,LEVERETT,MA,01054,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
257833.964199997,823922.900899999,65,MATTAPOISETT POLICE DEPARTMENT,64 COUNTY ROAD,MATTAPOISETT,MA,02739,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
215723.434199996,882322.210900001,66,MEDFIELD POLICE DEPARTMENT,110 NORTH STREET,MEDFIELD,MA,02052,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
206150.974200003,876652.5909,67,MEDWAY POLICE DEPARTMENT,315 VILLAGE STREET,MEDWAY,MA,02053,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
195794.364200003,872797.490899999,68,MENDON POLICE DEPARTMENT,22 MAIN STREET,MENDON,MA,01756,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
239458.327100001,952788.782699998,69,MERRIMAC POLICE DEPARTMENT,2 JANA WAY,MERRIMAC,MA,01860,LOCAL,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
251135.034199998,850678.616300002,70,MIDDLEBORO POLICE DEPARTMENT,350 WOOD STREET,MIDDLEBOROUGH,MA,02346,LOCAL,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
211297.847000003,879453.285100002,71,MILLIS POLICE DEPARTMENT,1003 MAIN STREET,MILLIS,MA,02054,LOCAL,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
197815.8191,894682.7557,72,SOUTHBOROUGH POLICE DEPARTMENT,32 CORDAVILLE ROAD,SOUTHBOROUGH,MA,01772,LOCAL,MASSGIS,MASSGIS,2022/05/17 00:00:00+00
156378.724200003,869575.190900002,73,SOUTHBRIDGE POLICE DEPARTMENT,1 MECHANIC STREET,SOUTHBRIDGE,MA,01550,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
95008.2141999975,867824.5209,74,SOUTHWICK POLICE DEPARTMENT,11 DEPOT STREET,SOUTHWICK,MA,01077,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
236054.193000004,901077.1732,75,"STATE POLICE STATION H-1, BEACON HILL",1 ASHBURTON PLACE,BOSTON,MA,02108,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
237932.7936,899615.0119,76,"STATE POLICE STATION E-4, TUNNELS",100 MASSPORT HAUL ROAD,BOSTON,MA,02210,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
237174.361400001,896992.015099999,77,"STATE POLICE STATION H-6, SOUTH BOSTON",125 WILLIAM DAY BOULEVARD,BOSTON,MA,02125,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
229147.6105,901145.1085,78,"STATE POLICE STATION H-5, BRIGHTON",46 LEO BIRMINGHAM PARKWAY,BOSTON,MA,02135,STATE,SP Website,MEMA,2015/12/01 00:00:00+00
217733.134199999,869423.070900001,79,"STATE POLICE STATION H-3, FOXBORO",136 WASHINGTON STREET,FOXBOROUGH,MA,02035,STATE,MEMA,MEMA,2014/03/01 00:00:00+00
242026.604199998,907223.420899998,80,"STATE POLICE STATION A-5, REVERE",220 REVERE BEACH BOULEVARD,REVERE,MA,02151,STATE,MAPC,MEMA,2006/09/12 00:00:00+00
235513.904200003,901906.530900002,81,"STATE POLICE STATION H-4, BOSTON",250 LEVERETT CIRCLE,BOSTON,MA,02114,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
98783.314199999,877778.210900001,82,"STATE POLICE STATION E-3, WESTFIELD",75 SARGENT THOMAS DION WAY,WESTFIELD,MA,01085,STATE,BRPC,MEMA,2014/03/01 00:00:00+00
110200.254199997,873676.0209,83,SPRINGFIELD POLICE DEPARTMENT,130 PEARL STREET,SPRINGFIELD,MA,01105,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
248270.116899997,826630.685699999,84,ACUSHNET POLICE DEPARTMENT,64 MIDDLE ROAD,ACUSHNET,MA,02743,LOCAL,MASSGIS,MASSGIS,2022/04/28 00:00:00+00
67154.4742000028,931506.470899999,85,ADAMS POLICE DEPARTMENT,4 SCHOOL STREET,ADAMS,MA,01220,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
116218.574199997,903276.6609,86,AMHERST POLICE DEPARTMENT,111 MAIN STREET,AMHERST,MA,01002,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
257500.064199999,788352.790899999,87,AQUINNAH POLICE DEPARTMENT,67 STATE ROAD,AQUINNAH,MA,02535,LOCAL,MVC,MEMA,2006/09/12 00:00:00+00
93857.264200002,920305.5209,88,ASHFIELD POLICE DEPARTMENT,412 MAIN STREET,ASHFIELD,MA,01330,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
218153.1642,854805.420899998,89,ATTLEBORO POLICE DEPARTMENT,12 UNION STREET,ATTLEBORO,MA,02703,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
171261.334200002,883016.400899999,90,AUBURN POLICE DEPARTMENT,416 OXFORD STREET,AUBURN,MA,01501,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
238534.165399998,875508.408199999,91,AVON POLICE DEPARTMENT,86 FAGAN DRIVE,AVON,MA,02322,LOCAL,MASSGIS,MASSGIS,2022/04/29 00:00:00+00
298902.798299998,825698.908199999,92,BARNSTABLE POLICE DEPARTMENT,1200 PHINNEYS LANE,BARNSTABLE,MA,02601,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
149663.609899998,906240.664799999,93,BARRE POLICE DEPARTMENT,655 SOUTH STREET,BARRE,MA,01005,LOCAL,MASSGIS,MASSGIS,2022/04/29 00:00:00+00
202819.072099999,869733.376600001,94,BELLINGHAM POLICE DEPARTMENT,30 BLACKSTONE STREET,BELLINGHAM,MA,02019,LOCAL,MASSGIS,MASSGIS,2022/04/29 00:00:00+00
234632.684199996,844053.940900002,95,BERKLEY POLICE DEPARTMENT,3 NORTH MAIN STREET,BERKLEY,MA,02779,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
188469.324199997,903396.390900001,96,BERLIN POLICE DEPARTMENT,23 LINDEN STREET,BERLIN,MA,01503,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
197261.854199998,863006.800900001,97,BLACKSTONE POLICE DEPARTMENT,15 SAINT PAUL STREET,BLACKSTONE,MA,01504,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
190837.752700001,909229.315499999,98,BOLTON POLICE DEPARTMENT,15 WATTAQUADOCK HILL ROAD,BOLTON,MA,01740,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
229001.866700001,892986.811799999,99,BOSTON POLICE DEPARTMENT DISTRICT E-5,1708 CENTRE STREET,BOSTON,MA,02132,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
236217.474200003,901349.050900001,100,BOSTON POLICE DEPARTMENT DISTRICTS A-1 AND A-15,40 NEW SUDBURY STREET,BOSTON,MA,02114,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
234149.167000003,897632.6985,101,BOSTON POLICE DEPARTMENT DISTRICT B-2,2400 WASHINGTON STREET,BOSTON,MA,02119,LOCAL,MASSGIS,MASSGIS,2022/04/29 00:00:00+00
236357.494199999,894265.900899999,102,BOSTON POLICE DEPARTMENT DISTRICT C-11,40 GIBSON STREET,BOSTON,MA,02122,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
233676.264200002,892770.230900001,103,BOSTON POLICE DEPARTMENT DISTRICT B-3,1165 BLUE HILL AVENUE,BOSTON,MA,02124,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
236673.444200002,899054.850900002,104,BOSTON POLICE DEPARTMENT DISTRICT C-6,101 WEST BROADWAY,BOSTON,MA,02127,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
237986.124200001,902383.9509,105,BOSTON POLICE DEPARTMENT DISTRICT A-7,69 PARIS STREET,BOSTON,MA,02128,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
232597.684199996,895542.4309,106,BOSTON POLICE DEPARTMENT DISTRICT E-13,3347 WASHINGTON STREET,BOSTON,MA,02130,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
231002.364200003,889619.630899999,107,BOSTON POLICE DEPARTMENT DISTRICT E-18,1249 HYDE PARK AVENUE,BOSTON,MA,02136,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
235496.566699997,898862.255399998,108,BOSTON POLICE DEPARTMENT DISTRICT D-4,650 HARRISON AVENUE,BOSTON,MA,02116,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
233730.934199996,898269.3609,109,BOSTON POLICE DEPARTMENT HEADQUARTERS,1 SCHROEDER PLAZA,BOSTON,MA,02120,LOCAL,MEMA,CITY,2006/09/12 00:00:00+00
235969.544200003,898689.420899998,110,BOSTON POLICE DEPARTMENT TOW LOT,200 FRONTAGE ROAD,BOSTON,MA,02118,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
242564.861599997,823272.8138,111,"STATE POLICE STATION D-3, NORTH DARTMOUTH",265 FAUNCE CORNER ROAD,DARTMOUTH,MA,02747,STATE,SRPED,MEMA,2014/03/01 00:00:00+00
155271.289399996,876182.439599998,112,"STATE POLICE STATION E-2, CHARLTON",2727 STURBRIDGE ROAD,CHARLTON,MA,01507,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
246261.511699997,849431.0821,113,"STATE POLICE STATION D-4, MIDDLEBORO",326 WEST GROVE STREET,MIDDLEBOROUGH,MA,02346,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
207076.794799998,894111.390099999,114,"STATE POLICE STATION H-2, FRAMINGHAM",450 WORCESTER ROAD,FRAMINGHAM,MA,01702,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
258265.592,879239.4879,115,"STATE POLICE STATION D-1, NORWELL",6 WEST STREET,NORWELL,MA,02061,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
172304.474200003,898681.150899999,116,"STATE POLICE STATION C-6, HOLDEN",612 MAIN STREET,HOLDEN,MA,01520,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
233598.434199996,885007.2709,117,"STATE POLICE STATION H-7, MILTON",685 HILLSIDE STREET,MILTON,MA,02186,STATE,MAPC,MEMA,2006/09/12 00:00:00+00
316621.460199997,783155.692499999,118,"STATE POLICE STATION D-6, NANTUCKET",83 NORTH LIBERTY STREET,NANTUCKET,MA,02554,STATE,MASSGIS,MASSGIS,2022/05/12 00:00:00+00
231309.249799997,928791.804900002,119,"STATE POLICE STATION A-1, ANDOVER",31 GOULD ROAD,ANDOVER,MA,01810,STATE,MA SP,MA SP,2022/04/28 00:00:00+00
142131.149499997,926146.962299999,120,"STATE POLICE STATION C-1, ATHOL",2289 MAIN STREET,ATHOL,MA,01331,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
180055.214199997,920622.6809,121,"STATE POLICE STATION C-4, LEOMINSTER",30 HAWS STREET,LEOMINSTER,MA,01453,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
151001.912199996,884729.565499999,122,"STATE POLICE STATION C-3, BROOKFIELD",21 SOUTH MAPLE STREET,BROOKFIELD,MA,01506,STATE,MEMA,MEMA,2014/03/01 00:00:00+00
151785.944200002,873706.040899999,123,"STATE POLICE STATION C-5, STURBRIDGE",315 CHARLTON STREET,STURBRIDGE,MA,01566,STATE,MEMA,MEMA,2014/03/01 00:00:00+00
275842.5242,833005.060899999,124,"STATE POLICE STATION D-7, BOURNE","BOURNE ROTARY, ROUTE 28",BOURNE,MA,02532,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
64808.1242000014,927700.540899999,125,"STATE POLICE STATION B-4, CHESHIRE",1141 NORTH STATE ROAD,CHESHIRE,MA,01225,STATE,BRPC,MEMA,2014/03/01 00:00:00+00
277031.2478,801785.688499998,126,"STATE POLICE STATION D-5, OAK BLUFFS",51 TEMAHIGAN AVENUE,OAK BLUFFS,MA,02557,STATE,MEMA,MEMA,2006/09/12 00:00:00+00
158256.314199999,887460.5909,127,SPENCER POLICE DEPARTMENT,9 DEWEY STREET,SPENCER,MA,01562,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
179685.784400001,911653.163400002,128,STERLING POLICE DEPARTMENT,135 LEOMINSTER ROAD,STERLING,MA,01564,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
232710.404200003,875073.380899999,129,STOUGHTON POLICE DEPARTMENT,26 ROSE STREET,STOUGHTON,MA,02072,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
151673.324199997,873613.760899998,130,STURBRIDGE POLICE DEPARTMENT,346 MAIN STREET,STURBRIDGE,MA,01566,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
191251.864200003,880514.3609,131,UPTON POLICE DEPARTMENT,30 SCHOOL STREET,UPTON,MA,01568,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
187751.2042,869645.530900002,132,UXBRIDGE POLICE DEPARTMENT,275 DOUGLAS STREET,UXBRIDGE,MA,01569,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
275024.116099998,800924.221000001,133,TISBURY POLICE DEPARTMENT,32 WATER STREET,TISBURY,MA,02568,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
220633.067000002,876548.377099998,134,WALPOLE POLICE DEPARTMENT,50 SOUTH STREET,WALPOLE,MA,02081,LOCAL,MASSGIS,MASSGIS,2022/05/17 00:00:00+00
263673.983900003,835844.6974,135,WAREHAM POLICE DEPARTMENT,2515 CRANBERRY HIGHWAY,WAREHAM,MA,02571,LOCAL,SRPED,MEMA,2006/09/12 00:00:00+00
177398.897399999,903819.5691,136,WEST BOYLSTON POLICE DEPARTMENT,141 STERLING STREET,WEST BOYLSTON,MA,01583,LOCAL,MASSGIS,MASSGIS,2022/05/18 00:00:00+00
246311.088100001,874049.595899999,137,ABINGTON POLICE DEPARTMENT,215 CENTRAL STREET,ABINGTON,MA,02351,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
148065.797499999,922146.863400001,138,PHILLIPSTON POLICE DEPARTMENT,40 THE COMMON,PHILLIPSTON,MA,01331,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
